"","Lineage1","Lineage2","Lineage3","Lineage4","Lineage5","Lineage6","Lineage7","Lineage8","Lineage9","Lineage10","Lineage11","Lineage12","Fam","Taxogroup","Taxo1","Last","SizeMin","SizeMax","Cover","Shape","Spicule","Symmetry","Polarity","Colony","Motility","Chloroplast","Plast_Origin","Ingestion","Behaviour","Mutualistic_Host","Symbiontic","Symbiont_Location","Host_Specialisation","Symbiont_Specialisation","Prey_Specialisation","Mucilage","Chemical_Signal","Nutrient_Afinity","Oxygen_Tolerance","Salinity","Temperature","Depth","Toxygenity","Benthic_Phase","Longevity","Cyst_Spore","Ploidy","Genome_Size"
"1788","Eukaryota","Opisthokonta","Holozoa","Choanozoa","Choanoflagellatea","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca_infusionum",NA,NA,NA,"Opisthokonts","Choanozoa","Craspedida","Salpingoeca","9.5","27","Organic","Elongated","0","Radial","Heteropolar","Round","Attached","0","None","Phagotrophic","Current_Feeder","No","No",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1789","Eukaryota","Opisthokonta","Holozoa","Choanozoa","Choanoflagellatea","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca_pyxidium",NA,NA,NA,"Opisthokonts","Choanozoa","Craspedida","Salpingoeca","6.4","6.4","Organic","Elongated","0","Radial","Heteropolar","Round","Attached","0","None","Phagotrophic","Current_Feeder","No","No",NA,NA,NA,"0",NA,NA,NA,NA,"Marine",NA,NA,NA,NA,NA,"1",NA,NA
"1790","Eukaryota","Opisthokonta","Holozoa","Choanozoa","Choanoflagellatea","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca_urceolata",NA,NA,NA,"Opisthokonts","Choanozoa","Craspedida","Salpingoeca","15","60","Organic","Elongated","0","Radial","Heteropolar","Round","Attached","0","None","Phagotrophic","Current_Feeder","No","No",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1791","Eukaryota","Opisthokonta","Holozoa","Choanozoa","Choanoflagellatea","Craspedida","Salpingoecidae","Salpingoecidae_X","Salpingoecidae_X_sp.",NA,NA,NA,"Opisthokonts","Choanozoa","Craspedida","Salpingoecidae",NA,NA,"Organic","Elongated",NA,"Radial","Heteropolar","Round",NA,"0","None","Phagotrophic","Current_Feeder","No",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1792","Eukaryota","Opisthokonta","Holozoa","Choanozoa","Choanozoa_U1","Choanozoa_U1_X1","Choanozoa_U1_X1_sp.",NA,NA,NA,NA,NA,"Opisthokonts","Choanozoa","Choanozoa","Choanozoa",NA,NA,NA,"Elongated",NA,"Radial","Heteropolar","None",NA,"0","None","Phagotrophic","Current_Feeder","No",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","Eukaryota","Opisthokonta","Holozoa","Choanozoa","Choanozoa_U2","Choanozoa_U2_X3","Choanozoa_U2_X3_sp.",NA,NA,NA,NA,NA,"Opisthokonts","Choanozoa","Choanozoa","Choanozoa",NA,NA,NA,"Elongated",NA,"Radial","Heteropolar","None",NA,"0","None","Phagotrophic","Current_Feeder","No",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","Eukaryota","Opisthokonta","Holozoa","Filasterea","Ministeria_lineage","Ministeria","Ministeria_vibrans",NA,NA,NA,NA,NA,"Opisthokonts","Ministeria","Ministeria","Ministeria","1.2","4","Naked","Elongated","0","Spherical","Isopolar","None","Attached","0","None","Phagotrophic","Active_Ambush_Feeder","No","No",NA,NA,NA,"0",NA,NA,NA,"Aerobic","Marine",NA,NA,NA,NA,NA,"0",NA,NA
"1795","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Dermocystida","Dermocystida_X","Dermocystida_X_sp.",NA,NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Dermocystida",NA,NA,"Organic","Amoeboid","0","Asymetrical","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1796","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Abeoforma_lineage",NA,NA,NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Abeoforma","25","50","Organic","Amoeboid","0","Asymetrical","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1797","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Abeoforma_lineage","Abeoforma_lineage_X","Abeoforma_lineage_X_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Abeoforma","25","50","Organic","Amoeboid","0","Asymetrical","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1798","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Abeoforma_lineage","Abeoforma","Abeoforma_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Abeoforma","25","50","Organic","Amoeboid","0","Asymetrical","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1799","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Abeoforma_lineage","Abeoforma","Abeoforma_whisleri",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Abeoforma","25","50","Organic","Amoeboid","0","Asymetrical","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Mussel","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1800","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Abeoforma_lineage","Pirum",NA,NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Pirum","5","100","Organic","Elongated","0","Bilateral","Heteropolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1801","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Anurofeca_lineage",NA,NA,NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Anurofeca","1","10","Organic","Round","0","Spherical","Isopolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"anuran_larvae","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1802","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Anurofeca_lineage","Anurofeca","Anurofeca_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Anurofeca","1","10","Organic","Round","0","Spherical","Isopolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1803","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Ichthyophonida_U3","Ichthyophonida_U3_X1","Ichthyophonida_U3_X1_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Ichthyophonida",NA,NA,"Organic",NA,"0",NA,NA,"None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No",NA,"Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Ichthyophonida_U4","Ichthyophonida_U4_X1","Ichthyophonida_U4_X1_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Ichthyophonida",NA,NA,"Organic",NA,"0",NA,NA,"None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No",NA,"Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Ichthyophonus_lineage",NA,NA,NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Ichthyophonus","10","200","Naked","Round","0","Spherical","Isopolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1806","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Ichthyophonus_lineage","Ichthyophonus_lineage_X","Ichthyophonus_lineage_X_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Ichthyophonus","10","200","Naked","Round","0","Spherical","Isopolar","None","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1807","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Sphaeroforma_lineage",NA,NA,NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Sphaeroforma","5","45","Organic","Round","0","Spherical","Isopolar","Round","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1808","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Sphaeroforma_lineage","Creolimax","Creolimax_fragrantissima",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Creolimax","6","60","Organic","Round","0","Spherical","Isopolar","Round","Swimmer","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1809","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Sphaeroforma_lineage","Pseudoperkinsus","Pseudoperkinsus_tapetis",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Pseudoperkinsus","10","50","Organic","Round","0","Spherical","Isopolar","Round","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1810","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonida","Sphaeroforma_lineage","Sphaeroforma_lineage_X","Sphaeroforma_lineage_X_sp.",NA,NA,NA,NA,"Opisthokonts","Ichthyosporea","Ichthyosporea","Sphaeroforma","5","45","Organic","Round","0","Spherical","Isopolar","Round","Attached","0","None","Myzocytotic","Passive_Ambush_Feeder","No","Parasite","Endo",NA,"Fish__Arthropods__Insects","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"1811","Eukaryota","Opisthokonta","Opisthokonta_X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opisthokonts","Undetermined_Opisthokonta","Undetermined_Opisthokonta","Opisthokonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","Eukaryota","Opisthokonta","Opisthokonta_X","Opisthokonta_X","Opisthokonta_X_sp.",NA,NA,NA,NA,NA,NA,NA,"Opisthokonts","Undetermined_Opisthokonta","Undetermined_Opisthokonta","Opisthokonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","Eukaryota","Opisthokonta","Opisthokonta_X","Opisthokonta_XX","Opisthokonta_XXX","Opisthokonta_XXXX","Opisthokonta_XXXXX","Opisthokonta_XXXXX_sp.",NA,NA,NA,NA,"Opisthokonts","Undetermined_Opisthokonta","Undetermined_Opisthokonta","Opisthokonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","Eukaryota","Orphans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Undetermined_Eukaryota","Undetermined_Eukaryota","Orphans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","Eukaryota","Orphans","Apusomonadida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1816","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U03","Apusomonadida_U03_X1","Apusomonadida_U03_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1817","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U04","Apusomonadida_U04_X1","Apusomonadida_U04_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1818","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U05","Apusomonadida_U05_X1","Apusomonadida_U05_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1819","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U06","Apusomonadida_U06_X1","Apusomonadida_U06_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1820","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U06","Apusomonadida_U06_X2","Apusomonadida_U06_X2_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1821","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U07","Apusomonadida_U07_X1","Apusomonadida_U07_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1822","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U08","Apusomonadida_U08_X1","Apusomonadida_U08_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1823","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U09","Apusomonadida_U09_X1","Apusomonadida_U09_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1824","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U09","Apusomonadida_U09_X2","Apusomonadida_U09_X2_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1825","Eukaryota","Orphans","Apusomonadida","Apusomonadida_U10","Apusomonadida_U10_X1","Apusomonadida_U10_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonadida","5","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1826","Eukaryota","Orphans","Apusomonadida","Apusomonas_lineage","Apusomonas",NA,NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonas","9","14","Organic","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"1",NA,NA
"1827","Eukaryota","Orphans","Apusomonadida","Apusomonas_lineage","Apusomonas","Apusomonas_proboscidea",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonas","9","14","Organic","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"1",NA,NA
"1828","Eukaryota","Orphans","Apusomonadida","Apusomonas_lineage","Apusomonas","Apusomonas_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Apusomonas","9","14","Organic","Round","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"1",NA,NA
"1829","Eukaryota","Orphans","Apusomonadida","Manchomonas_lineage",NA,NA,NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Manchomonas","8","11.5","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1830","Eukaryota","Orphans","Apusomonadida","Manchomonas_lineage","Manchomonas_lineage_X1","Manchomonas_lineage_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Manchomonas","8","11.5","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1831","Eukaryota","Orphans","Apusomonadida","Manchomonas_lineage","Manchomonas","Manchomonas_bermudensis",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Manchomonas","8","11.5","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1832","Eukaryota","Orphans","Apusomonadida","Multimonas_lineage","Multimonas","Multimonas_media",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Multimonas","4","12","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1833","Eukaryota","Orphans","Apusomonadida","Podomonas_lineage","Podomonas","Podomonas_capensis",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Podomonas","15","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1834","Eukaryota","Orphans","Apusomonadida","Podomonas_lineage","Podomonas","Podomonas_magna",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Podomonas","15","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1835","Eukaryota","Orphans","Apusomonadida","Podomonas_lineage","Podomonas","Podomonas_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Podomonas","15","19","Organic","Amoeboid","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1836","Eukaryota","Orphans","Apusomonadida","Thecamonas_1_lineage","Thecamonas_1b","Thecamonas_1b_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Thecamonas","6","11","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1837","Eukaryota","Orphans","Apusomonadida","Thecamonas_2_lineage","Thecamonas_2","Thecamonas_2_oxoniensis",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Thecamonas","9","11","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"1",NA,NA
"1838","Eukaryota","Orphans","Apusomonadida","Thecamonas_3_lineage","Thecamonas_3","Thecamonas_3_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Apusomonadida","Apusomonadida","Thecamonas","6","11","Organic","Elongated","0","Bilateral","Heteropolar","None","Gliding","0","None","Phagotrophic","Active_Ambush_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"0",NA,NA
"1839","Eukaryota","Orphans","Breviatida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1840","Eukaryota","Orphans","Breviatida","Breviatida_U1",NA,NA,NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1841","Eukaryota","Orphans","Breviatida","Breviatida_U1","Breviatida_U1_X1","Breviatida_U1_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1842","Eukaryota","Orphans","Breviatida","Breviatida_U1","Breviatida_U1_X2","Breviatida_U1_X2_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1843","Eukaryota","Orphans","Breviatida","Breviatida_U2","Breviatida_U2_X1","Breviatida_U2_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1844","Eukaryota","Orphans","Breviatida","Breviatida_U3","Breviatida_U3_X1","Breviatida_U3_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1845","Eukaryota","Orphans","Breviatida","Breviatida_U6","Breviatida_U6_X1","Breviatida_U6_X1_sp.",NA,NA,NA,NA,NA,NA,"Incertae_Sedis","Breviatida","Breviatida","Breviatida","5","20","Naked","Amoeboid","0","Bilateral","Heteropolar","None","Swimmer","0","None","Phagotrophic","Cruise_Feeder",NA,"No",NA,NA,NA,"Bacteria",NA,NA,NA,"Microaerophyllic",NA,NA,NA,NA,NA,NA,"1",NA,NA
