"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","kingdom","supergroup","division","class","order","family","genus","species"
"135881","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina",NA,NA,NA
"135882","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota",NA,NA,NA,NA
"135883","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"135884","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"135885","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"23823","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Echinodermata","Eleutherozoa","Echinozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Echinodermata",NA,NA,NA,NA
"238231","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Echinodermata","Eleutherozoa","Echinozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"238232","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Echinodermata","Eleutherozoa","Echinozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"238233","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Echinodermata","Eleutherozoa","Echinozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14764","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae","Trachymedusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"147641","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae","Trachymedusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"147642","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae","Trachymedusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"147643","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae","Trachymedusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"147644","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Trachylinae","Trachymedusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"11745","Eukaryota","Opisthokonta","Choanoflagellata","Acanthoecida","Stephanoecidae","Diaphanoeca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Diaphanoeca",NA
"117451","Eukaryota","Opisthokonta","Choanoflagellata","Acanthoecida","Stephanoecidae","Diaphanoeca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida",NA,NA,NA
"117452","Eukaryota","Opisthokonta","Choanoflagellata","Acanthoecida","Stephanoecidae","Diaphanoeca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"117453","Eukaryota","Opisthokonta","Choanoflagellata","Acanthoecida","Stephanoecidae","Diaphanoeca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"11242","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"112421","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"112422","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"112423","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"7132","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"71321","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora",NA,NA,NA,NA,NA
"71322","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"71323","Eukaryota","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"15934","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia",NA,NA,NA
"159341","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca",NA,NA,NA,NA
"159342","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"159343","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"159344","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"17119","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heterodonta","Euheterodonta",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia",NA,NA,NA
"171191","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heterodonta","Euheterodonta",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca",NA,NA,NA,NA
"171192","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heterodonta","Euheterodonta",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"171193","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heterodonta","Euheterodonta",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"171194","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heterodonta","Euheterodonta",NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"19950","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"199501","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"199502","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14487","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"144871","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"144872","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"144873","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"1620","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"16201","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"16202","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"16203","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"22735","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Terebellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"227351","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Terebellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"227352","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Terebellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"227353","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Scolecida","Terebellida",NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"18580","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta","Dicondylia","Pterygota","Neoptera","Holometabola",NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"185801","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta","Dicondylia","Pterygota","Neoptera","Holometabola",NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda",NA,NA,NA
"185802","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta","Dicondylia","Pterygota","Neoptera","Holometabola",NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA
"185803","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta","Dicondylia","Pterygota","Neoptera","Holometabola",NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"185804","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta","Dicondylia","Pterygota","Neoptera","Holometabola",NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"185805","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta","Dicondylia","Pterygota","Neoptera","Holometabola",NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"9708","Eukaryota","Opisthokonta","Metazoa","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Porifera",NA,NA,NA,NA
"97081","Eukaryota","Opisthokonta","Metazoa","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"97082","Eukaryota","Opisthokonta","Metazoa","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"97083","Eukaryota","Opisthokonta","Metazoa","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"12371","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia",NA,NA,NA
"123711","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Mollusca",NA,NA,NA,NA
"123712","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"123713","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"123714","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Pteriomorphia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14748","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"147481","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina",NA,NA,NA
"147482","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota",NA,NA,NA,NA
"147483","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"147484","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"147485","Eukaryota","Opisthokonta","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"9066","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Chordata","Tunicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"90661","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Chordata","Tunicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"90662","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Deuterostomia","Chordata","Tunicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"4413","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida",NA,NA,NA,NA
"44131","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"44132","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"44133","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Lophotrochozoa","Annelida","Polychaeta","Palpata",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"7389","Eukaryota","Opisthokonta","Metazoa","Eumetazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"73891","Eukaryota","Opisthokonta","Metazoa","Eumetazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"73892","Eukaryota","Opisthokonta","Metazoa","Eumetazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"2925","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"29251","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"29252","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"29253","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14714","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"147141","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"147142","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"147143","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"147144","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"14352","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"143521","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"143522","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"20812","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"208121","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria",NA,NA,NA,NA
"208122","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"208123","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta",NA,NA,NA,NA,NA,NA
"208124","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"5618","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA
"56181","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae",NA,NA
"56182","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales",NA,NA,NA
"56183","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae",NA,NA,NA,NA
"56184","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota","Hacrobia","Haptophyta",NA,NA,NA,NA,NA
"56185","Eukaryota","Haptista","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,NA,NA,NA,NA,NA
"3811","Eukaryota","Opisthokonta","Metazoa","Eumetazoa","Bilateria","Protostomia","Ecdysozoa","Panarthropoda","Arthropoda","Mandibulata","Pancrustacea","Hexapoda","Insecta",NA,NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
